Timestamp,Timestamp (Seconds),Algorithm,Num Samples,Experiment Type,Type Value,Packet Num,Is Handshake Packet,Num Connections,Num Successful Connections,Total Bytes,QUIC Bytes,Layers,Long Packet Type,Frame,Frame Type,Long/Short,Round Trip Type,
2021-11-16 15:02:39.203423,1637074959.203423,falcon512,10,delay,100ms,87,True,7,6,1242,1153 47,ETH IP UDP QUIC QUIC,Initial Handshake,ACK,ACK,long long
2021-11-16 15:02:39.204086,1637074959.204086,falcon512,10,delay,100ms,88,True,7,6,1294,1252,ETH IP UDP QUIC,Handshake,,,long
2021-11-16 15:02:39.204087,1637074959.204087,falcon512,10,delay,100ms,89,True,7,6,271,182 47,ETH IP UDP QUIC QUIC,Handshake Handshake,,,long long
2021-11-16 15:02:39.308725,1637074959.308725,falcon512,10,delay,100ms,90,False,7,6,378,89 247,ETH IP UDP QUIC QUIC,Handshake,,,long short
2021-11-16 15:02:39.309487,1637074959.309487,falcon512,10,delay,100ms,91,False,7,6,581,539,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:39.309488,1637074959.309488,falcon512,10,delay,100ms,92,False,7,6,215,47 126,ETH IP UDP QUIC QUIC,Handshake,,,long short
2021-11-16 15:02:39.410827,1637074959.410827,falcon512,10,delay,100ms,93,False,7,6,83,41,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:39.410830,1637074959.41083,falcon512,10,delay,100ms,94,False,7,6,72,30,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:40.455288,1637074960.455288,falcon512,10,delay,100ms,97,True,8,7,1242,1200,ETH IP UDP QUIC,Initial,TLS Client Hello,NEW_TOKEN,long
2021-11-16 15:02:40.461542,1637074960.461542,falcon512,10,delay,100ms,98,True,8,7,1294,1252,ETH IP UDP QUIC,Initial,TLS Server Hello,NEW_TOKEN,long
2021-11-16 15:02:40.461868,1637074960.461868,falcon512,10,delay,100ms,99,True,8,7,1294,1252,ETH IP UDP QUIC,Handshake,,,long
2021-11-16 15:02:40.563200,1637074960.5632,falcon512,10,delay,100ms,100,True,8,7,1242,1200,ETH IP UDP QUIC,Initial,ACK,ACK,long
2021-11-16 15:02:40.563204,1637074960.563204,falcon512,10,delay,100ms,101,True,8,7,89,47,ETH IP UDP QUIC,Handshake,,,long
2021-11-16 15:02:40.564264,1637074960.564264,falcon512,10,delay,100ms,102,True,8,7,1294,1252,ETH IP UDP QUIC,Handshake,,,long
2021-11-16 15:02:40.564631,1637074960.564631,falcon512,10,delay,100ms,103,True,8,7,274,185 47,ETH IP UDP QUIC QUIC,Handshake Handshake,,,long long
2021-11-16 15:02:40.665438,1637074960.665438,falcon512,10,delay,100ms,104,True,8,7,89,47,ETH IP UDP QUIC,Handshake,,,long
2021-11-16 15:02:40.665443,1637074960.665443,falcon512,10,delay,100ms,105,False,8,7,378,89 247,ETH IP UDP QUIC QUIC,Handshake,,,long short
2021-11-16 15:02:40.666305,1637074960.666305,falcon512,10,delay,100ms,106,False,8,7,581,539,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:40.666577,1637074960.666577,falcon512,10,delay,100ms,107,False,8,7,215,47 126,ETH IP UDP QUIC QUIC,Handshake,,,long short
2021-11-16 15:02:40.770096,1637074960.770096,falcon512,10,delay,100ms,108,False,8,7,83,41,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:40.770099,1637074960.770099,falcon512,10,delay,100ms,109,False,8,7,72,30,ETH IP UDP QUIC,,,,short
2021-11-16 15:02:41.799105,1637074961.799105,falcon512,10,delay,100ms,112,True,9,8,1242,1200,ETH IP UDP QUIC,Initial,TLS Client Hello,NEW_TOKEN,long
2021-11-16 15:02:41.804377,1637074961.804377,falcon512,10,delay,100ms,113,True,9,8,1294,1252,ETH IP UDP QUIC,Initial,TLS Server Hello,NEW_TOKEN,long
2021-11-16 15:02:41.804749,1637074961.804749,falcon512,10,delay,100ms,114,True,9,8,1294,1252,ETH IP UDP QUIC,Handshake,,,long
